order_id,product_id,customer_id,quantity,unit_price,line_total,discount_pct,shipping_cost,currency,order_status,payment_method,sales_channel,order_date,shipping_date
5631,52871,4273,2,69.45,138.9,0.05,11.16,USD,Pending,Invoice,Online,2024-04-28,2024-04-28
7512,25879,7816,5,44.46,222.3,,10.36,USD,Delivered,PayPal,Online,2024-04-28,2024-05-02
8017,66562,8706,2,107.9,215.8,,22.49,USD,Pending,Credit Card,Online,2024-04-28,2024-05-02
155,76524,7833,3,163.96,491.88,0.05,10.87,USD,Shipped,PayPal,Partner,2024-04-29,2024-05-02
480,82955,4978,4,120.8,483.2,,22.08,USD,Pending,PayPal,Marketplace,2024-04-29,2024-05-06
619,77097,2147,3,166.13,498.39,0.05,9.61,USD,Delivered,Credit Card,Online,2024-04-29,2024-05-03
667,71609,7588,4,197.71,790.84,0.05,27.62,USD,Delivered,Credit Card,Field Sales,2024-04-29,2024-05-05
2884,55604,8008,1,8.02,8.02,0.2,30.09,USD,Cancelled,PayPal,Online,2024-04-29,2024-05-03
2989,13514,5036,2,143.33,286.66,,35.37,USD,Delivered,Credit Card,Partner,2024-04-29,2024-04-29
5272,94818,5036,4,61.64,246.56,,28.33,USD,Shipped,Bank Transfer,Online,2024-04-29,2024-05-03
5788,57651,3039,2,47.56,95.12,,34.45,USD,Shipped,Credit Card,Online,2024-04-29,2024-05-05
7783,82805,8682,5,70.05,350.25,0.1,19.9,USD,Delivered,Credit Card,Field Sales,2024-04-29,2024-05-01
7801,85413,2636,3,66.38,199.14,,30.03,USD,Delivered,Credit Card,Online,2024-04-29,2024-05-06
8177,57677,6855,4,32.98,131.92,,23.02,USD,Delivered,PayPal,Online,2024-04-29,2024-05-01
8984,22032,7816,4,139.15,556.6,0.15,38.2,USD,Delivered,Bank Transfer,Online,2024-04-29,2024-05-04
9018,15711,2803,5,113.95,569.75,0.2,4.45,USD,Pending,Invoice,Online,2024-04-29,2024-05-03
9074,22713,2147,4,52.01,208.04,0.15,28.0,USD,Delivered,PayPal,Online,2024-04-29,2024-05-04
9479,33410,4978,2,78.73,157.46,0.05,32.21,USD,Delivered,Credit Card,Online,2024-04-29,2024-05-03
206,69665,3039,5,22.46,112.3,0.05,15.57,USD,Delivered,Credit Card,Field Sales,2024-04-30,2024-05-07
1519,66562,8706,5,27.29,136.45,,7.21,USD,Shipped,Credit Card,Online,2024-04-30,2024-05-03
3655,92066,5036,2,32.56,65.12,0.05,27.96,USD,Delivered,Bank Transfer,Online,2024-04-30,2024-05-04
3852,94930,7426,1,16.7,16.7,,33.8,USD,Delivered,Bank Transfer,Online,2024-04-30,2024-05-07
4591,16643,2484,3,33.33,99.99,,4.44,USD,Delivered,Invoice,Online,2024-04-30,2024-05-05
5252,28346,7816,4,32.14,128.56,0.1,34.53,USD,Delivered,Credit Card,Online,2024-04-30,
5408,93966,1572,4,36.35,145.4,0.1,1.13,USD,Shipped,Bank Transfer,Field Sales,2024-04-30,2024-04-30
5587,37988,6673,5,20.11,100.55,0.15,15.41,USD,Delivered,PayPal,Online,2024-04-30,2024-05-04
6106,43835,6855,4,175.0,700.0,,39.52,USD,Cancelled,PayPal,Online,2024-04-30,2024-05-01
6380,96761,7095,2,17.36,34.72,,27.65,USD,Shipped,Credit Card,Online,2024-04-30,2024-05-03
7206,15120,5036,1,72.84,72.84,0.15,24.21,USD,Delivered,Bank Transfer,Partner,2024-04-30,
7449,78355,8970,4,116.95,467.8,,22.86,USD,Shipped,Credit Card,Online,2024-04-30,2024-05-07
7709,27252,6855,3,34.8,104.4,,17.3,USD,Cancelled,Credit Card,Field Sales,2024-04-30,2024-04-30
9066,66880,7426,1,50.72,50.72,,33.31,USD,Delivered,Credit Card,Online,2024-04-30,
9450,16643,7294,1,30.49,30.49,0.1,30.33,USD,Returned,PayPal,Online,2024-04-30,2024-05-05
109,89665,8008,3,15.64,46.92,0.05,7.82,USD,Shipped,Credit Card,Field Sales,2024-05-01,2024-05-02
1851,15711,7294,2,132.58,265.16,0.05,0.99,USD,Shipped,Bank Transfer,Partner,2024-05-01,2024-05-03
2035,22879,4323,1,63.9,63.9,,3.54,USD,Cancelled,Bank Transfer,Online,2024-05-01,2024-05-07
2347,58298,4874,2,45.66,91.32,0.1,18.62,USD,Pending,Credit Card,Online,2024-05-01,2024-05-07
3930,55604,1826,1,32.22,32.22,,3.51,USD,Pending,Invoice,Online,2024-05-01,2024-05-06
5574,50049,5977,4,158.94,635.76,0.1,22.78,USD,Delivered,Bank Transfer,Field Sales,2024-05-01,2024-05-06
5668,90413,7294,3,93.69,281.07,0.1,30.17,USD,Pending,PayPal,Partner,2024-05-01,2024-05-06
6211,87410,7095,1,124.26,124.26,0.15,38.7,USD,Delivered,Credit Card,Online,2024-05-01,2024-05-01
6403,21606,3039,2,35.82,71.64,0.15,4.36,USD,Returned,Bank Transfer,Partner,2024-05-01,2024-05-07
7158,93970,4926,5,65.82,329.1,,0.25,USD,Delivered,Credit Card,Online,2024-05-01,2024-05-07
8295,12116,5918,3,5.0,15.0,,36.32,USD,Cancelled,Invoice,Online,2024-05-01,
8386,71609,4323,3,24.01,72.03,0.1,22.1,USD,Delivered,Invoice,Online,2024-05-01,2024-05-03
8597,55529,1843,2,18.02,36.04,0.05,18.15,USD,Shipped,Bank Transfer,Online,2024-05-01,2024-05-03
8716,39096,6774,1,114.28,114.28,0.05,31.46,USD,Cancelled,PayPal,Online,2024-05-01,2024-05-06
9090,28346,4185,4,51.68,206.72,,22.79,USD,Delivered,Credit Card,Online,2024-05-01,2024-05-03
9395,56610,8008,1,54.96,54.96,0.05,5.9,USD,Shipped,Invoice,Online,2024-05-01,2024-05-04
9571,82805,7095,4,33.44,133.76,0.1,33.43,USD,Delivered,Invoice,Online,2024-05-01,2024-05-06
9686,52871,7294,2,96.47,192.94,0.2,26.51,USD,Shipped,PayPal,Online,2024-05-01,2024-05-06
9981,71609,1394,2,79.94,159.88,0.05,22.61,USD,Delivered,Credit Card,Field Sales,2024-05-01,2024-05-08
360,93966,3039,1,70.6,70.6,,27.46,USD,Delivered,Invoice,Online,2024-05-02,2024-05-07
1215,38122,4323,4,121.35,485.4,,13.85,USD,Shipped,PayPal,Online,2024-05-02,2024-05-04
1815,13718,6774,3,35.18,105.54,0.05,34.51,USD,Delivered,Bank Transfer,Online,2024-05-02,2024-05-08
1873,78355,7922,2,40.59,81.18,0.05,2.53,USD,Shipped,Bank Transfer,Online,2024-05-02,2024-05-05
1944,41913,5713,1,48.64,48.64,,31.64,USD,Delivered,Bank Transfer,Online,2024-05-02,2024-05-07
2578,39096,7241,5,172.14,860.7,,31.2,USD,Delivered,Bank Transfer,Online,2024-05-02,2024-05-08
2724,12331,4978,4,58.74,234.96,,24.4,USD,Delivered,Credit Card,Marketplace,2024-05-02,2024-05-08
3065,51659,5036,5,197.66,988.3,0.1,26.23,USD,Delivered,Credit Card,Online,2024-05-02,2024-05-05
3613,21537,3039,4,91.06,364.24,,37.88,USD,Cancelled,Credit Card,Online,2024-05-02,2024-05-05
4978,94930,5478,1,58.73,58.73,,21.29,USD,Delivered,Credit Card,Partner,2024-05-02,2024-05-02
5038,17966,8432,3,100.25,300.75,0.05,39.91,USD,Delivered,PayPal,Online,2024-05-02,2024-05-05
5257,30484,9309,3,43.83,131.49,0.15,29.29,USD,Cancelled,Credit Card,Online,2024-05-02,2024-05-09
6065,10028,2803,4,140.43,561.72,0.2,3.02,USD,Delivered,Credit Card,Field Sales,2024-05-02,2024-05-02
6442,17966,1798,1,70.86,70.86,,14.43,USD,Delivered,PayPal,Partner,2024-05-02,2024-05-03
6463,12331,1572,3,136.23,408.69,,23.08,USD,Delivered,Credit Card,Online,2024-05-02,2024-05-03
7519,71609,8008,4,162.66,650.64,,12.58,USD,Shipped,Invoice,Online,2024-05-02,2024-05-06
7571,78284,7426,1,9.62,9.62,,32.54,USD,Cancelled,Credit Card,Online,2024-05-02,2024-05-07
8654,52889,5036,5,55.34,276.7,,9.55,USD,Pending,Credit Card,Online,2024-05-02,2024-05-02
9575,31831,6673,2,55.16,110.32,0.1,20.56,USD,Delivered,Credit Card,Partner,2024-05-02,2024-05-04
212,81582,8706,4,60.37,241.48,,25.83,USD,Shipped,Credit Card,Field Sales,2024-05-03,2024-05-03
254,69255,5478,2,66.48,132.96,,12.14,USD,Delivered,Bank Transfer,Online,2024-05-03,2024-05-10
306,96046,5977,5,115.26,576.3,,2.04,USD,Shipped,Credit Card,Online,2024-05-03,2024-05-04
397,52763,8706,5,34.9,174.5,,39.92,USD,Returned,Bank Transfer,Partner,2024-05-03,2024-05-09
864,80733,2484,4,61.62,246.48,,24.63,USD,Delivered,Bank Transfer,Partner,2024-05-03,
1195,25404,5478,1,164.93,164.93,0.1,19.99,USD,Delivered,Credit Card,Online,2024-05-03,2024-05-09
1384,11677,8008,3,26.14,78.42,0.15,5.3,USD,Shipped,PayPal,Field Sales,2024-05-03,2024-05-05
1400,15711,7833,4,47.89,191.56,,2.87,USD,Shipped,Invoice,Marketplace,2024-05-03,2024-05-07
1561,15120,1843,2,185.52,371.04,,7.82,USD,Pending,Credit Card,Online,2024-05-03,2024-05-05
1751,42933,7922,4,41.29,165.16,,17.05,USD,Delivered,Invoice,Field Sales,2024-05-03,2024-05-06
2534,10028,5977,2,33.69,67.38,,13.97,USD,Pending,PayPal,Partner,2024-05-03,2024-05-04
2962,84291,1798,5,124.89,624.45,0.2,11.25,USD,Delivered,PayPal,Partner,2024-05-03,2024-05-09
3129,40679,7294,2,21.25,42.5,0.05,39.52,USD,Delivered,Credit Card,Online,2024-05-03,
3532,65062,6673,2,57.26,114.52,,31.85,USD,Delivered,Credit Card,Field Sales,2024-05-03,2024-05-05
5053,79661,5036,4,50.41,201.64,0.15,7.03,USD,Delivered,Bank Transfer,Online,2024-05-03,2024-05-04
5863,76524,4874,1,113.15,113.15,,7.92,USD,Delivered,Credit Card,Online,2024-05-03,2024-05-05
6041,12757,1826,4,46.57,186.28,0.15,22.27,USD,Delivered,Credit Card,Online,2024-05-03,2024-05-10
6134,13718,8682,3,68.33,204.99,0.05,16.18,USD,Delivered,Bank Transfer,Online,2024-05-03,2024-05-05
6329,40679,9309,1,28.07,28.07,,19.74,USD,Delivered,Bank Transfer,Online,2024-05-03,2024-05-05
6700,77571,8432,4,28.89,115.56,0.15,15.85,USD,Delivered,Bank Transfer,Partner,2024-05-03,2024-05-06
7597,93966,1572,1,30.28,30.28,,21.56,USD,Returned,Credit Card,Online,2024-05-03,2024-05-07
8500,10028,4273,3,119.77,359.31,0.05,5.59,USD,Shipped,Bank Transfer,Online,2024-05-03,2024-05-10
8576,84575,8682,1,159.93,159.93,0.05,39.35,USD,Delivered,Bank Transfer,Online,2024-05-03,2024-05-10
9468,24306,4185,3,26.12,78.36,0.1,18.38,USD,Shipped,Credit Card,Partner,2024-05-03,2024-05-09
9928,41513,4874,3,103.11,309.33,,14.24,USD,Shipped,Credit Card,Field Sales,2024-05-03,2024-05-10
2170,56610,7922,4,47.55,190.2,,39.05,USD,Pending,Credit Card,Online,2024-05-04,2024-05-10
2762,12116,4185,3,111.17,333.51,,0.35,USD,Delivered,Credit Card,Field Sales,2024-05-04,2024-05-10
3138,18688,1843,1,30.46,30.46,0.15,10.74,USD,Delivered,Credit Card,Field Sales,2024-05-04,2024-05-09
3913,55065,9735,2,42.53,85.06,0.2,28.99,USD,Shipped,Credit Card,Field Sales,2024-05-04,2024-05-06
7159,24306,7833,1,123.4,123.4,0.05,14.47,USD,Shipped,Credit Card,Online,2024-05-04,2024-05-08
8445,12116,7816,5,15.58,77.9,0.05,17.14,USD,Delivered,Bank Transfer,Online,2024-05-04,2024-05-10
8453,42933,8432,2,85.5,171.0,0.05,15.78,USD,Delivered,Credit Card,Online,2024-05-04,2024-05-07
8496,69665,4323,3,17.33,51.99,,8.15,USD,Cancelled,Credit Card,Partner,2024-05-04,2024-05-04
9946,89204,8524,3,181.35,544.05,,26.02,USD,Delivered,Invoice,Field Sales,2024-05-04,2024-05-04
1836,84575,4323,2,90.95,181.9,0.05,17.28,USD,Delivered,Credit Card,Online,2024-05-05,2024-05-10
2772,13718,9309,4,100.85,403.4,0.1,25.54,USD,Cancelled,Credit Card,Online,2024-05-05,2024-05-11
3300,64337,4978,2,72.79,145.58,0.05,11.41,USD,Delivered,Credit Card,Marketplace,2024-05-05,2024-05-10
4878,24306,7426,2,86.75,173.5,0.05,27.08,USD,Cancelled,Credit Card,Online,2024-05-05,2024-05-08
5517,21537,8706,3,63.85,191.55,0.1,32.37,USD,Delivered,Credit Card,Marketplace,2024-05-05,2024-05-06
6321,20142,6673,1,135.66,135.66,,18.39,USD,Shipped,Credit Card,Online,2024-05-05,2024-05-09
6884,42622,8008,1,116.13,116.13,0.15,24.7,USD,Shipped,Bank Transfer,Online,2024-05-05,2024-05-06
7711,65365,4323,3,55.3,165.9,0.1,24.34,USD,Delivered,Bank Transfer,Marketplace,2024-05-05,2024-05-06
7838,24306,7833,2,41.52,83.04,0.05,14.72,USD,Delivered,Credit Card,Partner,2024-05-05,2024-05-07
8982,56610,8008,3,131.93,395.79,,5.6,USD,Delivered,Credit Card,Online,2024-05-05,2024-05-10
775,19549,7816,1,45.01,45.01,,10.87,USD,Delivered,Bank Transfer,Online,2024-05-06,2024-05-09
1145,43835,9724,1,67.48,67.48,0.05,8.99,USD,Cancelled,Credit Card,Field Sales,2024-05-06,2024-05-13
1177,93743,1826,2,244.39,488.78,,22.77,USD,Delivered,Credit Card,Partner,2024-05-06,2024-05-10
1499,13514,4323,2,37.23,74.46,,31.1,USD,Delivered,Invoice,Online,2024-05-06,2024-05-09
1649,19549,5893,1,34.11,34.11,0.1,26.8,USD,Pending,Credit Card,Online,2024-05-06,2024-05-11
2062,50049,2803,2,83.48,166.96,0.15,29.82,USD,Delivered,Credit Card,Partner,2024-05-06,2024-05-12
2075,70383,5478,1,93.61,93.61,,7.17,USD,Pending,Bank Transfer,Online,2024-05-06,2024-05-09
2768,35379,5893,5,77.84,389.2,0.2,23.2,USD,Shipped,Bank Transfer,Partner,2024-05-06,2024-05-11
3173,80714,1572,1,71.7,71.7,0.1,34.84,USD,Delivered,Credit Card,Online,2024-05-06,2024-05-07
3192,43835,4323,2,30.14,60.28,0.1,16.06,USD,Delivered,Credit Card,Online,2024-05-06,2024-05-09
3221,40679,7833,4,113.01,452.04,,21.78,USD,Delivered,Invoice,Online,2024-05-06,2024-05-06
4625,42933,4874,4,96.32,385.28,,27.99,USD,Shipped,Credit Card,Online,2024-05-06,
4768,84575,7922,1,37.87,37.87,0.05,22.53,USD,Delivered,Credit Card,Online,2024-05-06,2024-05-07
5300,67161,7922,1,113.86,113.86,0.15,17.52,USD,Pending,Bank Transfer,Field Sales,2024-05-06,2024-05-08
5397,83571,6673,4,21.29,85.16,,0.16,USD,Delivered,Credit Card,Marketplace,2024-05-06,2024-05-07
5568,80733,8682,1,117.87,117.87,0.15,4.54,USD,Shipped,Credit Card,Online,2024-05-06,2024-05-07
6863,39096,5893,4,196.63,786.52,0.1,35.23,USD,Pending,PayPal,Online,2024-05-06,2024-05-11
7002,41513,1843,3,41.11,123.33,,32.06,USD,Cancelled,Credit Card,Partner,2024-05-06,2024-05-10
7809,13514,4874,1,59.03,59.03,,38.65,USD,Delivered,Credit Card,Field Sales,2024-05-06,2024-05-13
9453,69255,9724,3,121.08,363.24,,2.73,USD,Shipped,Credit Card,Field Sales,2024-05-06,
43,57651,7588,2,53.94,107.88,,2.98,USD,Pending,Credit Card,Online,2024-05-07,2024-05-08
1026,87410,1572,5,76.58,382.9,0.05,13.31,USD,Cancelled,PayPal,Marketplace,2024-05-07,2024-05-09
1571,36507,7426,4,167.33,669.32,,25.09,USD,Delivered,PayPal,Field Sales,2024-05-07,2024-05-12
3263,36507,1798,4,163.43,653.72,,17.66,USD,Delivered,Invoice,Partner,2024-05-07,2024-05-14
3606,80714,9724,2,106.33,212.66,,15.55,USD,Shipped,Credit Card,Online,2024-05-07,2024-05-10
4049,80733,5918,1,84.21,84.21,0.05,12.91,USD,Delivered,PayPal,Online,2024-05-07,2024-05-14
4607,93970,7588,5,112.24,561.2,0.05,10.26,USD,Delivered,Credit Card,Field Sales,2024-05-07,
5091,89665,4978,2,36.74,73.48,0.05,6.33,USD,Shipped,Invoice,Field Sales,2024-05-07,2024-05-07
6597,76117,4874,2,89.02,178.04,,8.68,USD,Delivered,Bank Transfer,Field Sales,2024-05-07,2024-05-12
7218,25404,1826,4,233.36,933.44,,32.9,USD,Delivered,Bank Transfer,Online,2024-05-07,2024-05-09
7386,84575,7833,2,104.23,208.46,,30.1,USD,Shipped,Credit Card,Partner,2024-05-07,2024-05-10
7617,64337,2636,4,109.28,437.12,0.15,12.89,USD,Cancelled,Credit Card,Field Sales,2024-05-07,2024-05-07
7714,25689,8432,3,166.85,500.55,,2.11,USD,Delivered,Credit Card,Online,2024-05-07,2024-05-12
7827,93743,7095,1,81.86,81.86,0.15,32.5,USD,Shipped,Invoice,Partner,2024-05-07,2024-05-12
9719,83571,1572,2,275.48,550.96,0.15,27.95,USD,Delivered,Bank Transfer,Field Sales,2024-05-07,2024-05-08
615,28346,1798,1,115.77,115.77,0.1,29.69,USD,Shipped,Credit Card,Online,2024-05-08,2024-05-12
1970,93970,7294,3,61.91,185.73,,38.95,USD,Delivered,Credit Card,Online,2024-05-08,2024-05-12
3055,66784,8432,3,45.88,137.64,0.05,23.28,USD,Delivered,Bank Transfer,Field Sales,2024-05-08,2024-05-13
4487,10169,9735,2,113.33,226.66,,18.23,USD,Cancelled,Bank Transfer,Marketplace,2024-05-08,2024-05-09
5908,69662,1826,5,129.92,649.6,,37.54,USD,Delivered,PayPal,Marketplace,2024-05-08,2024-05-14
8298,88431,1798,5,79.31,396.55,,2.43,USD,Shipped,Bank Transfer,Marketplace,2024-05-08,2024-05-10
9403,33410,7241,3,25.48,76.44,,12.27,USD,Delivered,PayPal,Online,2024-05-08,2024-05-11
9795,41638,5478,2,140.04,280.08,0.05,34.91,USD,Delivered,Credit Card,Online,2024-05-08,2024-05-10
2101,43835,8970,4,9.89,39.56,0.1,19.22,USD,Delivered,Credit Card,Field Sales,2024-05-09,2024-05-15
2387,12116,7922,1,63.64,63.64,0.15,22.74,USD,Shipped,PayPal,Online,2024-05-09,2024-05-09
2435,86398,8432,2,28.77,57.54,,3.22,USD,Delivered,Credit Card,Field Sales,2024-05-09,2024-05-13
3834,66335,7816,4,83.66,334.64,,14.58,USD,Delivered,Bank Transfer,Marketplace,2024-05-09,2024-05-14
4793,77097,4926,1,39.88,39.88,0.15,14.38,USD,Returned,PayPal,Field Sales,2024-05-09,2024-05-09
5344,57677,2484,4,135.7,542.8,0.1,8.54,USD,Pending,Credit Card,Partner,2024-05-09,2024-05-14
5512,77571,7294,3,37.44,112.32,,5.79,USD,Shipped,Credit Card,Online,2024-05-09,2024-05-11
5537,79661,9735,4,197.99,791.96,,0.42,USD,Cancelled,Credit Card,Marketplace,2024-05-09,2024-05-15
7305,65062,7833,1,31.85,31.85,,36.5,USD,Shipped,Credit Card,Field Sales,2024-05-09,2024-05-14
7746,92848,7095,2,71.35,142.7,,34.76,USD,Shipped,Invoice,Field Sales,2024-05-09,
8020,23976,6855,5,143.64,718.2,,23.85,USD,Shipped,Credit Card,Field Sales,2024-05-09,2024-05-13
8185,90413,4926,4,148.1,592.4,0.05,21.81,USD,Delivered,Credit Card,Online,2024-05-09,2024-05-09
8466,11677,8432,1,158.72,158.72,0.1,20.61,USD,Delivered,PayPal,Partner,2024-05-09,2024-05-13
8763,63232,3039,1,13.21,13.21,0.1,37.93,USD,Cancelled,Bank Transfer,Field Sales,2024-05-09,2024-05-09
9049,10169,2147,2,46.27,92.54,0.05,37.85,USD,Shipped,PayPal,Online,2024-05-09,2024-05-11
9522,76524,7588,1,105.57,105.57,0.15,34.13,USD,Pending,Credit Card,Partner,2024-05-09,2024-05-12
9765,41913,8970,5,53.15,265.75,0.05,2.99,USD,Delivered,Bank Transfer,Marketplace,2024-05-09,2024-05-15
299,36507,2803,3,32.46,97.38,,31.34,USD,Delivered,Invoice,Online,2024-05-10,2024-05-10
713,76524,9029,4,65.27,261.08,0.15,37.93,USD,Delivered,Invoice,Online,2024-05-10,2024-05-14
785,10028,8432,1,42.24,42.24,,17.16,USD,Shipped,Credit Card,Partner,2024-05-10,2024-05-15
942,90413,8706,3,24.13,72.39,0.05,7.83,USD,Cancelled,Bank Transfer,Online,2024-05-10,2024-05-13
1849,78355,8008,2,51.85,103.7,0.05,20.74,USD,Shipped,Bank Transfer,Online,2024-05-10,2024-05-11
3653,92848,1798,4,64.22,256.88,0.2,18.46,USD,Pending,Credit Card,Online,2024-05-10,2024-05-14
3883,93970,8008,3,144.59,433.77,,21.74,USD,Returned,Credit Card,Online,2024-05-10,2024-05-16
4743,19549,8706,1,14.7,14.7,0.1,32.75,USD,Delivered,PayPal,Partner,2024-05-10,2024-05-12
5415,56165,7922,2,16.35,32.7,,25.74,USD,Shipped,PayPal,Marketplace,2024-05-10,2024-05-14
6235,93966,4978,1,64.75,64.75,,0.29,USD,Delivered,Credit Card,Field Sales,2024-05-10,2024-05-11
6410,70383,5478,4,217.72,870.88,,30.43,USD,Pending,PayPal,Online,2024-05-10,2024-05-13
7299,96761,8524,4,87.03,348.12,0.2,12.7,USD,Cancelled,Invoice,Field Sales,2024-05-10,2024-05-15
7684,63232,7294,4,29.37,117.48,0.05,27.68,USD,Delivered,Invoice,Field Sales,2024-05-10,2024-05-17
7798,55604,5893,2,85.65,171.3,,16.01,USD,Shipped,Credit Card,Online,2024-05-10,2024-05-16
7899,14138,2750,5,37.6,188.0,,25.84,USD,Delivered,Credit Card,Marketplace,2024-05-10,2024-05-17
8048,94818,1843,4,164.36,657.44,,15.29,USD,Shipped,Bank Transfer,Online,2024-05-10,2024-05-12
8323,47070,1843,2,106.14,212.28,0.1,31.75,USD,Shipped,Credit Card,Online,2024-05-10,2024-05-10
8377,89204,5597,1,51.69,51.69,0.05,7.68,USD,Delivered,Credit Card,Online,2024-05-10,2024-05-12
8884,37555,1843,2,102.08,204.16,0.1,23.7,USD,Delivered,Bank Transfer,Online,2024-05-10,2024-05-10
9438,28680,5597,1,63.56,63.56,,37.95,USD,Shipped,Credit Card,Online,2024-05-10,2024-05-13
64,31831,5893,5,32.05,160.25,0.1,12.41,USD,Shipped,Bank Transfer,Online,2024-05-11,2024-05-14
2834,43835,2803,2,8.01,16.02,,37.28,USD,Cancelled,Credit Card,Field Sales,2024-05-11,2024-05-18
4414,12331,9724,5,57.77,288.85,,7.19,USD,Shipped,Credit Card,Online,2024-05-11,2024-05-18
4887,22713,4926,5,99.27,496.35,0.05,37.01,USD,Cancelled,Bank Transfer,Online,2024-05-11,2024-05-16
5067,58298,7095,5,57.51,287.55,0.1,9.5,USD,Shipped,PayPal,Online,2024-05-11,2024-05-11
5371,77571,7426,4,29.89,119.56,,1.93,USD,Shipped,Credit Card,Marketplace,2024-05-11,2024-05-11
6529,28849,4978,1,31.53,31.53,0.05,14.28,USD,Cancelled,Bank Transfer,Field Sales,2024-05-11,2024-05-17
8143,65062,8706,5,158.7,793.5,0.1,24.21,USD,Shipped,Credit Card,Marketplace,2024-05-11,2024-05-17
9282,17966,2636,2,4.75,9.5,0.05,15.75,USD,Cancelled,Credit Card,Online,2024-05-11,2024-05-18
9289,22032,1798,2,41.7,83.4,0.15,24.67,USD,Shipped,Invoice,Field Sales,2024-05-11,2024-05-14
9726,76117,4273,3,23.56,70.68,0.1,12.53,USD,Pending,Credit Card,Marketplace,2024-05-11,2024-05-12
9891,41638,7095,2,45.27,90.54,,22.74,USD,Shipped,Credit Card,Online,2024-05-11,2024-05-13
1399,40679,7241,2,107.64,215.28,,38.31,USD,Shipped,Credit Card,Field Sales,2024-05-12,2024-05-13
1568,68066,5713,5,42.22,211.1,0.1,14.19,USD,Delivered,Bank Transfer,Online,2024-05-12,2024-05-16
2640,92066,4323,2,20.47,40.94,0.05,3.23,USD,Pending,Credit Card,Partner,2024-05-12,2024-05-18
2825,26022,2147,4,55.78,223.12,,11.83,USD,Cancelled,Credit Card,Partner,2024-05-12,2024-05-15
3141,82805,9735,3,39.47,118.41,,12.41,USD,Shipped,Credit Card,Online,2024-05-12,
3224,96761,4978,4,147.55,590.2,0.15,6.34,USD,Returned,Bank Transfer,Marketplace,2024-05-12,2024-05-13
3420,43835,5478,3,133.6,400.8,,19.58,USD,Shipped,Credit Card,Online,2024-05-12,2024-05-17
3640,38122,7294,3,129.54,388.62,0.05,2.57,USD,Delivered,Credit Card,Field Sales,2024-05-12,2024-05-16
4575,96319,9724,3,413.76,1241.28,,29.23,USD,Pending,Credit Card,Online,2024-05-12,2024-05-15
4799,22713,6855,4,109.81,439.24,0.15,31.19,USD,Delivered,Credit Card,Field Sales,2024-05-12,2024-05-15
7418,84291,2750,2,67.19,134.38,0.05,5.91,USD,Cancelled,Credit Card,Field Sales,2024-05-12,2024-05-15
8264,41913,8706,1,78.71,78.71,0.2,10.11,USD,Shipped,Bank Transfer,Online,2024-05-12,2024-05-12
9179,67161,5893,1,63.53,63.53,,25.54,USD,Delivered,Credit Card,Partner,2024-05-12,2024-05-15
9463,19549,5036,2,8.58,17.16,0.15,11.16,USD,Delivered,Bank Transfer,Online,2024-05-12,2024-05-12
9715,93970,5478,3,46.47,139.41,,28.23,USD,Shipped,Invoice,Online,2024-05-12,2024-05-18
285,43835,2484,3,79.52,238.56,0.2,31.55,USD,Delivered,PayPal,Field Sales,2024-05-13,2024-05-13
918,89498,7294,3,173.94,521.82,,0.32,USD,Delivered,PayPal,Online,2024-05-13,2024-05-17
1021,67161,1826,4,122.17,488.68,,11.88,USD,Delivered,Bank Transfer,Field Sales,2024-05-13,2024-05-16
1518,22879,2803,2,6.81,13.62,,19.92,USD,Delivered,Invoice,Field Sales,2024-05-13,2024-05-17
2848,11677,1798,1,79.48,79.48,,13.96,USD,Cancelled,Bank Transfer,Online,2024-05-13,2024-05-20
3731,68066,9309,4,198.87,795.48,0.15,39.92,USD,Shipped,Credit Card,Online,2024-05-13,2024-05-17
3870,12116,5893,1,219.49,219.49,,30.71,USD,Cancelled,Credit Card,Partner,2024-05-13,2024-05-17
4655,65365,5713,5,173.57,867.85,0.15,22.38,USD,Delivered,Credit Card,Online,2024-05-13,2024-05-20
4883,12116,1798,3,24.25,72.75,,8.91,USD,Delivered,PayPal,Field Sales,2024-05-13,2024-05-13
5627,51982,5597,2,84.17,168.34,0.15,13.89,USD,Returned,PayPal,Online,2024-05-13,2024-05-16
6024,38122,4185,4,97.96,391.84,0.1,30.74,USD,Delivered,Credit Card,Online,2024-05-13,2024-05-13
6250,93743,2803,5,80.11,400.55,,23.44,USD,Shipped,Credit Card,Online,2024-05-13,2024-05-20
6701,80733,9724,5,61.27,306.35,0.15,19.43,USD,Shipped,Invoice,Partner,2024-05-13,2024-05-17
7262,38122,7241,2,44.55,89.1,,37.67,USD,Shipped,Bank Transfer,Online,2024-05-13,2024-05-20
7476,13514,6855,5,6.57,32.85,,21.54,USD,Delivered,Credit Card,Marketplace,2024-05-13,2024-05-19
7648,19549,9029,5,116.37,581.85,0.1,4.62,USD,Shipped,Credit Card,Online,2024-05-13,2024-05-14
8617,32935,4978,4,124.23,496.92,0.05,31.66,USD,Delivered,Credit Card,Marketplace,2024-05-13,2024-05-16
9073,93970,1394,5,25.23,126.15,0.1,15.13,USD,Delivered,PayPal,Online,2024-05-13,2024-05-17
9547,57651,8706,5,59.9,299.5,,1.4,USD,Delivered,Credit Card,Online,2024-05-13,2024-05-14
487,85413,5478,4,29.36,117.44,,13.86,USD,Cancelled,Credit Card,Partner,2024-05-14,2024-05-18
